"Date","URL","Title","Site","Tags"
"17/10/2014","http://www.570news.com/2014/10/17/ward-2-kitchener-city-council-candidate-grayson-zeilstra-comments-on-email-scandal/","Ward 2 Kitchener City Council Candidate Grayson Zeilstra comments on email scandal","570 News","kitchener"
"17/10/2014","http://www.570news.com/2014/10/17/kitchener-ward-2-candidate-steven-cage-comments-on-email-controversy/","Kitchener Ward 2 Candidate Steven Cage comments on email controversy","570 News","kitchener"
"17/10/2014","http://www.570news.com/2014/10/17/kitchener-ward-2-candidate-chris-letizi-comments-on-email-controversy/","Kitchener Ward 2 Candidate Chris Letizi comments on email controversy","570 News","kitchener"
"17/10/2014","http://www.570news.com/2014/10/17/political-expert-doesnt-buy-dan-glenn-grahams-story/","Political expert doesn’t buy Dan Glenn-Graham’s story","570 News","kitchener"
"17/10/2014","http://www.570news.com/2014/10/17/approximately-1500-votes-cast-in-advanced-polling-stations-for-waterloo-municipal-election/","Approximately 1,500 votes cast in advanced polls in Waterloo","570 News","waterloo,waterloo-region"
"17/10/2014","http://www.cambridgetimes.ca/news-story/4920701-cambridge-needs-greater-voice-at-region-candidates-agree/","Cambridge needs greater voice at region, candidates agree","Cambridge Times","waterloo-region"
"17/10/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/dan-glenn-graham-s-apology-not-valid-says-wasai-rahimi-1.2804123","Dan Glenn-Graham's apology not valid, says Wasai Rahimi","CBC","kitchener"
"17/10/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/kitchener-mayor-carl-zehr-disturbed-by-email-from-glenn-graham-campaign-1.2802688","Kitchener mayor Carl Zehr 'disturbed' by email from Glenn-Graham campaign","CBC","kitchener"
"17/10/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/dan-glenn-graham-apologizes-for-email-asking-council-candidate-to-drop-out-1.2802457","Dan Glenn-Graham apologizes for email asking council candidate to drop out","CBC","kitchener"
"17/10/2014","http://www.therecord.com/news-story/4921387-the-four-men-who-want-to-be-kitchener-s-next-mayor/","The four men who want to be Kitchener’s next mayor","The Record","kitchener"
"17/10/2014","http://www.therecord.com/news-story/4921397-election-an-uphill-battle-for-some-township-politicians/","Election an uphill battle for some township politicians","The Record","north-dumfries,wellesley,wilmot,woolwich"
"17/10/2014","http://www.therecord.com/news-story/4919777-cambridge-mayoral-candidate-fails-in-bid-to-disqualify-two-rivals/","Cambridge mayoral candidate fails in bid to disqualify two rivals","The Record","cambridge"
"17/10/2014","http://www.therecord.com/news-story/4921335-rookies-vie-for-waterloo-s-top-political-job/","Rookies vie for Waterloo’s top political job","The Record","waterloo"
"17/10/2014","http://www.therecord.com/news-story/4921450-wide-pool-of-contenders-come-forward-to-challenge-craig-in-cambridge/","Wide pool of contenders come forward to challenge Craig in Cambridge","The Record","cambridge"
"17/10/2014","http://www.therecord.com/news-story/4921521-half-of-each-property-tax-bill-goes-to-the-region/","Half of each property tax bill goes to the region","The Record","waterloo-region"
"18/10/2014","http://www.570news.com/2014/10/18/ward-2-candidate-doesnt-accept-dan-glenn-grahams-apology/","Ward 2 candidate doesn’t accept Dan Glenn Graham’s apology.","570 News","kitchener"
"18/10/2014","http://www.therecord.com/news-story/4921507-kitchener-mayoral-candidate-apologizes-over-email-asking-ward-2-candidate-to-step-down/","Kitchener mayoral candidate apologizes over email asking Ward 2 candidate to step down","The Record","kitchener"
"18/10/2014","http://www.therecord.com/news-story/4921332-big-city-politics-come-to-waterloo-region/","Big city politics come to Waterloo Region","The Record","all"
"20/10/2014","http://www.570news.com/2014/10/20/political-watcher-says-voters-turned-off-by-local-election-antics/","Political watcher says voters turned off by local election antics","570 News","kitchener"
"20/10/2014","http://www.570news.com/2014/10/20/advanced-polling-closed-cambridge-sees-increase-in-early-voters/","Advanced polling closed; Cambridge sees increase in early voters","570 News","all"
"20/10/2014","http://www.cbc.ca/m/news/canada/kitchener-waterloo/dan-glenn-graham-fires-campaign-staffer-for-sending-email-1.2805931","Dan Glenn-Graham fires campaign staffer for sending email","CBC","kitchener"
"20/10/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/dan-glenn-graham-says-campaign-staffer-resigned-over-controversial-email-1.2805931","Dan Glenn-Graham says campaign staffer resigned over controversial email","CBC","kitchener"
